date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:44	94944/94944	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2013:55:36%20GMT	https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-67-83ad0e3da61f83e7ebc03b3a2ae98047.css	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-67-83ad0e3da61f83e7ebc03b3a2ae98047.css	(from https://autopecasgallo.com.br/)
14:38:44	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2013:07:24%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://autopecasgallo.com.br/)
14:38:44	1083/1083	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2013:55:36%20GMT	https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min-e818003f5fcc06259626ca42af008d52.css	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min-e818003f5fcc06259626ca42af008d52.css	(from https://autopecasgallo.com.br/)
14:38:45	1089/1089	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2013:55:36%20GMT	https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min-a8fb8a0c1be41e79924de9e39fc1a7ca.css	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min-a8fb8a0c1be41e79924de9e39fc1a7ca.css	(from https://autopecasgallo.com.br/)
14:38:45	89815/89815	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2021:28:01%20GMT	https://autopecasgallo.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.6.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-includes/js/jquery/jquery.mina767.js	(from https://autopecasgallo.com.br/)
14:38:45	13424/13424	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2021:28:01%20GMT	https://autopecasgallo.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://autopecasgallo.com.br/)
14:38:45	1317/1317	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Mar%202023%2017:41:46%20GMT	https://autopecasgallo.com.br/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min.js?ver=6.2	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.minae48.js	(from https://autopecasgallo.com.br/)
14:38:45	1709/1709	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Mar%202023%2017:41:46%20GMT	https://autopecasgallo.com.br/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min.js?ver=2.1.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c71.js	(from https://autopecasgallo.com.br/)
14:38:46	50031/50031	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2003%20Apr%202023%2013:55:36%20GMT	https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/pixelyoursite/dist/scripts/public-6045b9a370926030b156bf5775174631.js	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/cache/min/1/wp-content/plugins/pixelyoursite/dist/scripts/public-6045b9a370926030b156bf5775174631.js	(from https://autopecasgallo.com.br/)
14:38:46	195615/195615	---MC-	200	added ('OK')	application/json	date:Wed,%2012%20Apr%202023%2017:38:45%20GMT	https://autopecasgallo.com.br/wp-json/	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-json/index.html	(from https://autopecasgallo.com.br/)
14:38:47	100597/100597	---MC-	200	added ('OK')	application/json	date:Wed,%2012%20Apr%202023%2017:38:45%20GMT	https://autopecasgallo.com.br/wp-json/wp/v2/pages/67	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-json/wp/v2/pages/67.json	(from https://autopecasgallo.com.br/)
14:38:47	838/838	---M-Z	200	added ('OK')	text/xml	date:Wed,%2012%20Apr%202023%2017:38:45%20GMT	https://autopecasgallo.com.br/xmlrpc.php?rsd	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/xmlrpc0db0.php	(from https://autopecasgallo.com.br/)
14:38:47	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Wed,%2012%20Apr%202023%2017:38:45%20GMT	https://autopecasgallo.com.br/wp-includes/wlwmanifest.xml	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-includes/wlwmanifest.xml	(from https://autopecasgallo.com.br/)
14:38:47	2319/2319	---M--	200	added ('OK')	application/json	date:Wed,%2012%20Apr%202023%2017:38:46%20GMT	https://autopecasgallo.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautopecasgallo.com.br%2F	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-json/oembed/1.0/embed156f.json	(from https://autopecasgallo.com.br/)
14:38:48	2393/2393	---M-Z	200	added ('OK')	text/xml	date:Wed,%2012%20Apr%202023%2017:38:46%20GMT	https://autopecasgallo.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fautopecasgallo.com.br%2F&format=xml	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-json/oembed/1.0/embed348d	(from https://autopecasgallo.com.br/)
14:38:48	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2012%20Apr%202023%2017:38:46%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/user/Documents/Autopecas/www.googletagmanager.com/gtm.185445.delayed	(from https://autopecasgallo.com.br/)
14:38:48	1620/1620	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2012:43:30%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/cropped-cropped-marca-gallo-preto-32x32.png	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/cropped-cropped-marca-gallo-preto-32x32.png	(from https://autopecasgallo.com.br/)
14:38:48	19191/19191	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2012:43:29%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/cropped-cropped-marca-gallo-preto-192x192.png	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/cropped-cropped-marca-gallo-preto-192x192.png	(from https://autopecasgallo.com.br/)
14:38:48	17566/17566	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2012:43:30%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/cropped-cropped-marca-gallo-preto-180x180.png	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/cropped-cropped-marca-gallo-preto-180x180.png	(from https://autopecasgallo.com.br/)
14:38:49	9844/9844	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Mar%202023%2012:46:54%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://autopecasgallo.com.br/)
14:38:49	5102/5102	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:39%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/marca-gallo-preto.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/marca-gallo-preto.png.webp	(from https://autopecasgallo.com.br/)
14:38:49	35326/35326	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Mar%202023%2019:23:36%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Baterias-de-Carro.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Baterias-de-Carro.webp	(from https://autopecasgallo.com.br/)
14:38:49	20070/20070	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Mar%202023%2019:23:38%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Sensores.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Sensores.webp	(from https://autopecasgallo.com.br/)
14:38:50	11602/11602	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Mar%202023%2019:23:38%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Lampadas.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Lampadas.webp	(from https://autopecasgallo.com.br/)
14:38:50	23370/23370	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Mar%202023%2019:23:39%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Velas-de-Ignicao.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Velas-de-Ignicao.webp	(from https://autopecasgallo.com.br/)
14:38:50	17562/17562	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Mar%202023%2019:23:37%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Cabo-de-Vela.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Cabo-de-Vela.webp	(from https://autopecasgallo.com.br/)
14:38:50	15296/15296	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Mar%202023%2019:23:37%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Bobina-de-Ignicao.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Bobina-de-Ignicao.webp	(from https://autopecasgallo.com.br/)
14:38:50	12922/12922	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2014:34:57%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Lubrificante.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Lubrificante.webp	(from https://autopecasgallo.com.br/)
14:38:51	15524/15524	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2014:34:55%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Filtro-de-oleo.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Filtro-de-oleo.webp	(from https://autopecasgallo.com.br/)
14:38:51	6138/6138	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2014:34:54%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Filtro-de-Combustivel.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Filtro-de-Combustivel.webp	(from https://autopecasgallo.com.br/)
14:38:51	19760/19760	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2014:34:53%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Filtro-de-Ar.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Filtro-de-Ar.webp	(from https://autopecasgallo.com.br/)
14:38:51	10514/10514	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2014:34:56%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Homocinetica.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Homocinetica.webp	(from https://autopecasgallo.com.br/)
14:38:52	68330/68330	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2014:34:57%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Oleo-de-Cambio.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Oleo-de-Cambio.webp	(from https://autopecasgallo.com.br/)
14:38:52	23696/23696	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2014:48:06%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Fluido-de-Freio.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Fluido-de-Freio.webp	(from https://autopecasgallo.com.br/)
14:38:52	15202/15202	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2014:48:07%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Pastilha-de-Freio.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Pastilha-de-Freio.webp	(from https://autopecasgallo.com.br/)
14:38:52	13360/13360	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2014:48:05%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Disco-de-Freio.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Disco-de-Freio.webp	(from https://autopecasgallo.com.br/)
14:38:52	20544/20544	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2015:10:40%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Amortecedor.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Amortecedor.webp	(from https://autopecasgallo.com.br/)
14:38:53	29230/29230	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2015:10:56%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Kit-embreagem.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Kit-embreagem.webp	(from https://autopecasgallo.com.br/)
14:38:53	11010/11010	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2015:11:04%20GMT	https://autopecasgallo.com.br/wp-content/uploads/2023/03/Bandeja-de-Suspensao.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/uploads/2023/03/Bandeja-de-Suspensao.webp	(from https://autopecasgallo.com.br/)
14:38:53	110860/110860	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:36:15%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/IMAGEM-ENTREGA.jpg.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/IMAGEM-ENTREGA.jpg.webp	(from https://autopecasgallo.com.br/)
14:38:53	4440/4440	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:39%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/heliar-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/heliar-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:54	3914/3914	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:39%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/ngk-logo-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/ngk-logo-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:54	5316/5316	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:39%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/shell-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/shell-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:54	4052/4052	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:39%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/logo-tecfil-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/logo-tecfil-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:54	5642/5642	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:39%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/ipiranga-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/ipiranga-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:54	15264/15264	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:40%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/havoline-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/havoline-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:55	6186/6186	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:40%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/acdelco-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/acdelco-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:55	10532/10532	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:40%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/vox-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/vox-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:55	24358/24358	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:40%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/onbat--300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/onbat--300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:55	3364/3364	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:40%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/moura-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/moura-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:56	7892/7892	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:40%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/inpeca-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/inpeca-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:56	7540/7540	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Mar%202023%2012:35:40%20GMT	https://autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/jupiter-300x300.png.webp	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/webp-express/webp-images/uploads/2023/03/jupiter-300x300.png.webp	(from https://autopecasgallo.com.br/)
14:38:56	16287/16287	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2013:55:36%20GMT	https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/uploads/trustindex-google-widget-ecf8970f4f95c0e1d52df1f370f141ba.css	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/cache/min/1/wp-content/uploads/trustindex-google-widget-ecf8970f4f95c0e1d52df1f370f141ba.css	(from https://autopecasgallo.com.br/)
14:38:56	7730/7730	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Apr%202023%2014:15:48%20GMT	https://autopecasgallo.com.br/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-237-a7f22e9d747ad4963c2462b91b8b51d1.css	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/cache/min/1/wp-content/uploads/elementor/css/post-237-a7f22e9d747ad4963c2462b91b8b51d1.css	(from https://autopecasgallo.com.br/)
14:38:57	18468/18468	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Mar%202018%2014:48:42%20GMT	https://autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.11.3	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/elementor/assets/lib/animations/animations.mina5bd.css	(from https://autopecasgallo.com.br/)
14:38:57	3164/3164	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Mar%202023%2023:08:18%20GMT	https://autopecasgallo.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://autopecasgallo.com.br/)
14:38:57	252588/252588	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2010%20Aug%202022%2012:34:56%20GMT	https://autopecasgallo.com.br/wp-content/plugins/pro-elements/assets/lib/lottie/lottie.min.js?ver=5.6.6	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/plugins/pro-elements/assets/lib/lottie/lottie.min3f90.js	(from https://autopecasgallo.com.br/)
14:38:57	26218/26218	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2003%20Apr%202023%2013:55:36%20GMT	https://autopecasgallo.com.br/wp-content/cache/min/1/loader-ce1648bf06a1ca22fb2230f051889b0c.js	C:/Users/user/Documents/Autopecas/autopecasgallo.com.br/wp-content/cache/min/1/loader-ce1648bf06a1ca22fb2230f051889b0c.js	(from https://autopecasgallo.com.br/)
